MLBAMID,Age,ERA,RS_per_9,K_per_9,BB_per_9,H_per_9,HR_per_9,AVG,WHIP,BABIP,LOB_pct,GB_pct,LD_pct,FB_pct,GB_to_FB,HR_to_FB,IFH_pct,FIP,Stuff_plus,Location_plus,Pitching_plus,Delta SIERA
656876,25,1.928571429,5.29411765,11.9117647,4.76470588,8.47058824,0.79411765,0.23703704,1.47058824,0.33333333,0.6987,0.43333333,0.27777778,0.28888889,1.5,0.115384615,0.02564103,3.2582656,122.5463942,100.5790346,109.4328161,-0.579639658
657006,25,4.946561284,7.42501877,14.1750358,4.72501194,4.72501194,1.35000341,0.14893617,1.05000265,0.20833333,0.9091,0.73076923,0.11538462,0.15384615,4.75,0.5,0.10526316,3.99503239,107.6653509,101.6491228,101.3289474,-2.185654505
657053,27,5.448427633,2.13157328,7.10524426,5.68419541,2.8420977,0.71052443,0.1025641,0.9473659,0.10714286,0.8621,0.5862069,0.20689655,0.20689655,2.833333333,0.166666666,0.05882353,4.83398305,95.76752577,90.35051546,91.14123711,-0.128770525
657093,29,4.168421053,6.09679408,4.35485291,3.48388233,18.2903822,0.87097058,0.4375,2.41936273,0.47619048,0.5932,0.30232558,0.39534884,0.30232558,1,0.076923076,0.07692308,4.56404745,88.01538462,102.0340659,96.14120879,0.495972004
657376,26,4.62855806,3.7173913,8.2173913,4.10869565,6.45652174,0.97826087,0.2,1.17391304,0.23728814,0.7917,0.40983607,0.19672131,0.39344262,1.041666666,0.104166666,0.02,4.13416894,112.1816689,99.71108071,104.7015048,1.228587407
657508,26,5.400009925,2.8125,7.3125,3.375,9.5625,0.5625,0.27419355,1.4375,0.33333333,0.7203,0.4375,0.20833333,0.35416667,1.235294117,0.058823529,0.04761905,3.79992981,112.2619718,97.36901408,102.1109155,-0.073213625
657649,28,6.394745348,5.78571429,5.78571429,1.28571429,8.35714286,0,0.24074074,1.07142857,0.28888889,0.5882,0.51111111,0.15555556,0.33333333,1.533333333,0,0.04347826,2.68385838,79.940625,92.64151786,86.584375,-1.94141196
657756,27,7.627118644,3.17647437,8.25883335,2.22353206,13.9764872,0.95294231,0.34645669,1.80000214,0.41836735,0.6225,0.38,0.23,0.39,0.974358974,0.076923076,0.10526316,3.8550406,82.276,103.1072381,96.33066667,-1.411552864
658648,26,4.909084464,2.91891493,10.2162023,3.2837793,5.83782986,0.36486437,0.18181818,1.01351213,0.25423729,0.8984,0.55932203,0.22033898,0.22033898,2.538461538,0.076923076,0,2.84963503,74.16460396,96.80990099,97.54257426,-1.595527522
659275,28,3.988640946,4.58489692,13.2452578,6.62262888,7.64149486,1.01886598,0.22727273,1.58490264,0.34210526,0.687,0.4,0.2,0.4,1,0.125,0.1875,4.07568896,103.366055,95.92293578,97.52293578,-0.052317754
659275,30,10.8,1.42104885,9.94734196,9.23681753,12.7894397,2.13157328,0.32727273,2.44736191,0.39473684,0.4478,0.43902439,0.19512195,0.36585366,1.2,0.2,0.11111111,7.2023978,89.9849911,88.00983665,89.48938056,0.919046143
660261,29,14.26412374,4.69564701,10.1249889,4.84238598,6.89673155,0.73369485,0.2079646,1.30434639,0.27631579,0.6104,0.39490446,0.20382166,0.40127389,0.984126984,0.079365079,0.06451613,3.87460442,115.3080927,92.7584075,96.07318163,-1.800649138
660365,33,6.6,0.88524737,4.86886053,3.09836579,11.0655921,2.65574211,0.29411765,1.5737731,0.27941177,0.8943,0.40277778,0.20833333,0.38888889,1.035714285,0.214285714,0.06896552,7.10446306,87.49161491,97.34099379,94.68726708,0.080387275
660761,23,4.436619718,4.28049308,8.56098616,2.96341829,6.91464267,0.9878061,0.21,1.09756233,0.25352113,0.9302,0.50684932,0.16438356,0.32876712,1.541666666,0.125,0.05405405,3.68222606,85.34771689,103.8004566,100.3452055,-0.982274311
663436,25,5.481206938,6.63157895,6.63157895,1.89473684,7.10526316,1.42105263,0.21126761,1,0.22222222,0.8228,0.4,0.18181818,0.41818182,0.956521739,0.130434782,0.09090909,4.48085086,90.52392857,101.5239286,101.0464286,-0.748731952
663460,23,4.774904269,3.0759533,7.51899696,5.12658884,6.4936792,0,0.20212766,1.29114089,0.26388889,0.7429,0.53521127,0.09859155,0.36619718,1.461538461,0,0.05263158,3.32192924,78.54428571,97.04285714,91.56785714,0.227182324
663465,23,5.399997903,7.09090909,10.0909091,3.27272727,9.81818182,1.63636364,0.26666667,1.45454546,0.32608696,0.7143,0.41237113,0.20618557,0.3814433,1.081081081,0.162162162,0.05,4.47306061,86.64851974,100.6919408,95.83601974,-0.986186107
663485,24,9.486512405,0.98181999,7.85455989,2.94545996,8.34546988,0.49090999,0.23943662,1.25454776,0.2962963,0.7317,0.41818182,0.16363636,0.41818182,1,0.04347826,0.04347826,3.54879425,78.67173913,97.90776398,94.76521739,-0.908616714
663559,26,6.571428571,7.64152538,7.64152538,1.52830508,6.62265533,1.52830508,0.19402985,0.90566227,0.20408163,0.678,0.36,0.2,0.44,0.818181818,0.136363636,0,4.27390993,76.92425532,98.89914894,92.95489362,-1.076237579
663567,26,4.5,7.18085879,9.76596795,4.02128092,11.2021397,2.58510916,0.30952381,1.69149118,0.36144578,0.7005,0.41304348,0.13043478,0.45652174,0.904761904,0.214285714,0.10526316,6.25504311,92.34555985,97.1472973,94.31737452,-0.873175618
663574,24,3.779992358,3.71249531,12.1499847,3.71249531,5.39999318,1.34999829,0.17204301,1.01249872,0.22641509,0.9449,0.35087719,0.24561404,0.40350877,0.869565217,0.173913043,0.05,4.10752912,99.92273782,98.44292343,98.56009281,-1.647177994
663687,26,7.8,4.90909091,8.45454546,4.36363636,7.90909091,0.81818182,0.22834646,1.36363636,0.27956989,0.5479,0.43617021,0.13829787,0.42553191,1.025,0.075,0.02439024,4.28534291,86.94338983,98.29508475,95.86728814,-0.561803041
663753,24,6.456535928,5.26827969,7.24388458,7.90241954,5.92681466,0,0.18367347,1.53658158,0.23684211,0.7727,0.43243243,0.08108108,0.48648649,0.888888888,0,0.0625,4.41392968,94.13951613,96.44153226,92.94072581,0.036351186
663765,24,4.135135135,2.34782351,7.6304264,4.10869114,7.33694846,1.46738969,0.22321429,1.27173773,0.24691358,0.8462,0.46511628,0.20930233,0.3255814,1.428571428,0.178571428,0.05,5.64828845,89.72836096,97.3985267,94.16850829,-0.599771468
663765,26,6.950488487,5.14285714,6.42857143,5.78571429,9.64285714,0.64285714,0.26785714,1.71428571,0.31111111,0.708,0.47826087,0.2173913,0.30434783,1.571428571,0.071428571,0.09090909,4.68361131,90.74666667,97.49333333,94.96857143,0.203580034
663773,26,6.593015506,4.71428571,7.28571429,2.78571429,9,1.5,0.25766871,1.30952381,0.28688525,0.6926,0.48062016,0.17829457,0.34108527,1.409090909,0.159090909,0.0483871,4.80265893,98.13233438,102.5605678,101.5716088,-1.337270238
663855,25,5.468361428,2.82857143,9.77142857,3.6,6.68571429,0.51428571,0.20472441,1.14285714,0.27586207,0.6378,0.58426966,0.17977528,0.23595506,2.476190476,0.095238095,0.11538462,3.05528695,123.0810036,96.44408602,102.965233,-2.253955299
663941,27,7.5,5.67123288,7.39726027,2.34246575,8.01369863,0.98630137,0.23381295,1.15068493,0.27142857,0.7487,0.43317972,0.1797235,0.38709677,1.119047619,0.095238095,0.04255319,3.8988755,100.4149819,97.8916065,99.88880866,-1.06924782
664299,24,3.143833563,3.7594914,12.30379,5.46835113,6.49366697,1.53797376,0.19587629,1.32911312,0.25663717,0.8143,0.25833333,0.26666667,0.475,0.543859649,0.157894736,0.06451613,4.70800406,109.6591432,95.18495298,97.93897597,-0.119939411
664299,25,2.679907543,0.62790845,13.1860775,1.88372536,5.02326762,0.62790845,0.16326531,0.76744367,0.25925926,0.9483,0.25925926,0.18518519,0.55555556,0.466666666,0.066666666,0,2.13568333,117.0061674,105.6563877,110.8568282,-1.425384475
664353,28,5.014282299,3.30612927,6.06123699,3.30612927,8.81634472,2.20408618,0.25,1.34694155,0.24489796,0.6897,0.39622642,0.16981132,0.43396226,0.913043478,0.173913043,0.04761905,6.3774953,105.0213768,101.101087,102.7945652,-0.368657967
665621,24,5.108108108,1.28571429,10.9285714,1.92857143,4.5,1.28571429,0.14583333,0.71428571,0.17241379,0.8333,0.35483871,0.16129032,0.48387097,0.733333333,0.133333333,0.18181818,3.18385838,95.16219512,98.9199187,100.1650407,-2.004388926
665622,24,5.465589408,2.63414959,10.5365984,3.95122438,9.21952356,1.31707479,0.25925926,1.46341644,0.33333333,0.6319,0.36842105,0.19736842,0.43421053,0.848484848,0.121212121,0.10714286,4.35260221,106.6675052,95.0572327,96.61698113,-1.271693288
665665,26,19.8530002,5.91240464,7.68612604,3.9416031,7.88320619,0.78832062,0.23668639,1.3138677,0.28571429,0.7721,0.59375,0.0859375,0.3203125,1.853658536,0.097560975,0.07894737,3.85695484,95.2675817,103.5694118,101.8952941,-2.002672014
665871,25,3.018631752,3.07185453,8.40718083,3.71856075,7.27544495,0.64670622,0.22167488,1.22155619,0.27891157,0.7919,0.4829932,0.17687075,0.34013605,1.42,0.08,0.05633803,3.6682133,93.81100811,98.07497103,93.92641947,-0.582134276
666142,25,2.637207992,8.87672462,8.87672462,5.17808936,7.39727052,1.4794541,0.21978022,1.39726221,0.25396825,0.6122,0.40298507,0.19402985,0.40298507,1,0.148148148,0.11111111,5.2687413,99.22506203,93.06426799,95.50769231,1.109482411
666154,25,11.36839081,7.25374229,3.62687114,3.62687114,8.05971365,0.80597137,0.24390244,1.29850942,0.25352113,0.5137,0.42465753,0.19178082,0.38356164,1.107142857,0.071428571,0.03225806,5.22519211,76.10914454,98.91681416,90.2,-0.393489699
666205,25,8.1,2.11764706,5.29411765,4.23529412,12.1764706,1.58823529,0.32394366,1.82352941,0.34482759,0.7463,0.36666667,0.16666667,0.46666667,0.785714285,0.107142857,0.09090909,5.78445165,97.08541033,97.40547112,96.40851064,0.218613029
666214,25,7.730293883,4.26316357,9.94738165,3.19737267,6.39474535,2.13158178,0.19565217,1.06579089,0.20689655,0.8065,0.40625,0.078125,0.515625,0.787878787,0.181818181,0.03846154,5.18925298,92.98905109,99.40729927,94.8946472,-1.611485545
666374,24,7.65,5.28260289,12.6195514,4.69564701,6.45651465,0,0.2,1.23912907,0.32835821,0.7949,0.46969697,0.21212121,0.31818182,1.476190476,0,0.16129032,1.97112672,128.465625,94.53841912,108.0145221,-2.417028713
666721,23,6.923068797,4.72501194,10.8000273,4.05001024,5.40001365,2.02500512,0.16666667,1.05000265,0.17241379,0.8163,0.59375,0.09375,0.3125,1.9,0.3,0,4.98743455,91.37292109,101.8857127,94.40556571,-1.420393909
666745,25,6.322780994,4.77875703,8.12388695,1.67256496,5.97344629,0.23893785,0.1908397,0.84955681,0.25,0.7669,0.46875,0.17708333,0.35416667,1.323529411,0.029411764,0.04444444,2.51167768,93.07418112,103.0888247,100.3974952,-1.87475875
667498,25,7.147080073,2.51163381,7.53490144,2.51163381,13.1860775,1.25581691,0.328125,1.74419015,0.38,0.4955,0.31372549,0.31372549,0.37254902,0.842105263,0.105263157,0.0625,4.14677679,89.70646388,104.4201521,102.1847909,-2.042036875
668868,25,4.566179673,6.85714286,11.1428571,4.71428571,9.85714286,0.85714286,0.27710843,1.61904762,0.38181818,0.7372,0.48214286,0.30357143,0.21428571,2.25,0.166666666,0,3.58837322,75.1462141,95.73524804,90.63733681,-0.398752846
669060,24,5.978573709,4.02985683,6.44777092,2.01492841,8.46269934,1.20895705,0.23333333,1.16418086,0.25352113,0.5702,0.48648649,0.21621622,0.2972973,1.636363636,0.136363636,0.08333333,4.23183448,89.23674699,105.8644578,102.2554217,-0.910879074
669211,26,6.896103896,3,8.5,1,10.5,0.5,0.28767123,1.27777778,0.36363636,0.5556,0.41071429,0.17857143,0.41071429,1,0.04347826,0.08695652,2.33669697,102.5045161,105.3593548,103.4303226,-1.852850131
669461,23,5.87755102,4.97367098,8.52629311,3.55262213,4.26314655,0.71052443,0.13953488,0.86841874,0.16666667,0.7547,0.48387097,0.19354839,0.32258065,1.5,0.1,0,3.80766999,97.43543689,94.3723301,96.04368932,-1.377283161
669467,23,3.975462449,4.36024586,5.53415821,4.02484234,8.72049173,0.50310529,0.25365854,1.41614823,0.28994083,0.8496,0.66470588,0.17058824,0.16470588,4.035714285,0.107142857,0.04424779,3.95093863,86.9009009,96.49493243,94.00056306,0.2593714
669674,25,4.432842509,3.43636995,7.3636499,3.92727995,8.34546988,0.98181999,0.23943662,1.36363887,0.27777778,0.4545,0.39285714,0.19642857,0.41071429,0.956521739,0.086956521,0.18181818,4.58821473,100.0937313,96.23761194,97.53552239,0.582599952
669674,26,2.918926894,5.1,7.5,4.2,7.5,1.8,0.2173913,1.3,0.22619048,0.7278,0.39772727,0.15909091,0.44318182,0.897435897,0.153846153,0.05714286,5.54576314,95.41697761,95.58171642,96.78003731,0.22665434
669713,25,5.510204082,6.02479814,9.59504889,4.46281344,6.91736082,1.33884403,0.20945946,1.26446381,0.25252525,0.8216,0.46666667,0.17142857,0.36190476,1.289473684,0.157894736,0.04081633,4.5442971,104.0842185,99.60576631,100.2968134,-0.463571744
669854,29,4.736842105,1.28571429,10.9285714,4.5,11.5714286,0.64285714,0.30508475,1.78571429,0.41463415,0.6911,0.28571429,0.28571429,0.42857143,0.666666666,0.055555555,0.08333333,3.4693256,97.27730769,96.91423077,96.91307692,-1.113056076
669920,29,4.821428571,2.2978674,6.89360219,3.4468011,10.9148701,2.2978674,0.296875,1.59574125,0.3125,0.567,0.5,0.15384615,0.34615385,1.444444444,0.222222222,0.03846154,6.04859371,83.91411765,95.27058824,87.19490196,-0.644741426
669947,29,5.869561741,4.59574962,5.74468703,3.44681222,8.32979619,1.43617176,0.24166667,1.30851205,0.25263158,0.7143,0.38383838,0.17171717,0.44444444,0.863636363,0.113636363,0.10526316,5.29759527,82.4959432,100.1853955,100.1693712,0.010018236
669952,26,6.1875,4.69564701,8.21738228,3.22825732,6.45651465,0.58695588,0.18965517,1.07608577,0.23255814,0.5298,0.48863636,0.18181818,0.32954545,1.48275862,0.068965517,0.02325581,3.26785629,107.7224852,101.9692308,106.7518738,0.41927481
669952,27,5.309621312,6.51724245,7.91379441,1.86206927,10.241381,0.93103464,0.28571429,1.34482781,0.34482759,0.5372,0.4,0.21666667,0.38333333,1.04347826,0.086956521,0.04166667,3.47449884,92.69647436,98.38621795,96.91410256,-1.183833529
670046,27,2.25,3.70588235,8.47058824,4.76470588,9,1.05882353,0.25,1.52941177,0.3,0.7025,0.40384615,0.17307692,0.42307692,0.954545454,0.09090909,0.0952381,4.66680459,75.58315412,92.67706093,91.05913978,0.098581486
670912,24,3.532706943,7.96722632,9.29509737,1.77049474,7.96722632,1.32787105,0.23076923,1.08196901,0.27777778,0.8989,0.42105263,0.14035088,0.43859649,0.96,0.12,0.125,3.55505349,94.14467456,101.8443787,100.0710059,-1.579324754
672578,24,3.548573362,3.29268699,11.8536732,4.93903048,7.24391137,0.6585374,0.21568628,1.35366021,0.3125,0.7102,0.41538462,0.15384615,0.43076923,0.964285714,0.071428571,0.07407407,3.24320113,126.4695918,96.11510204,103.3532653,-1.836492178
672578,25,9.101113258,2.39240813,6.4936792,3.75949848,9.5696325,1.02531777,0.26415094,1.48101455,0.29761905,0.6322,0.32183908,0.22988506,0.44827586,0.717948717,0.076923076,0.07142857,4.4035707,124.7384279,100.2515284,105.3045852,-1.478034081
672582,23,6.394719831,4.2,6.9,0.9,9.3,1.5,0.25833333,1.13333333,0.2826087,0.7143,0.52631579,0.15789474,0.31578947,1.666666666,0.166666666,0.06,4.28837322,75.88979592,101.631746,96.8170068,-0.773296
672710,23,6.128837942,5.14285714,8.35714286,4.5,9,2.57142857,0.25454546,1.5,0.2631579,0.5195,0.45238095,0.16666667,0.38095238,1.1875,0.25,0.05263158,6.61218274,99.79568966,100.9228448,105.2517241,-0.772584774
674003,25,6.950488487,5.23881387,8.46269934,0.40298568,6.04478524,2.01492841,0.18292683,0.71641899,0.17857143,1,0.40677966,0.10169492,0.49152542,0.827586206,0.172413793,0.04166667,4.55354931,73.16017442,107.5267442,100.4950581,-1.671317672
674370,27,5.711533224,1.6875,8.4375,3.9375,10.125,0.5625,0.27692308,1.5625,0.34693878,0.5691,0.38,0.22,0.4,0.95,0.05,0.05263158,3.69253988,100.937,96.89533333,97.50233333,-0.262711639
675540,24,5.242723301,3.26373455,6.23076597,2.5219767,9.19779738,1.18681257,0.25941423,1.30219712,0.28571429,0.7849,0.31632653,0.24489796,0.43877551,0.720930232,0.093023255,0.01612903,4.47481946,90.27279261,101.5796715,99.96211499,-0.607595264
675627,26,6.75,5.82352941,7.94117647,2.11764706,7.41176471,0.52941177,0.21875,1.05882353,0.27083333,0.6024,0.40816327,0.18367347,0.40816327,1,0.05,0,2.96092224,102.994697,102.1056818,104.7094697,-0.093081293
675911,23,2.767089334,3.32877173,13.6849505,4.06849879,5.17808936,0,0.16666667,1.02739868,0.29787234,0.76,0.31914894,0.23404255,0.44680851,0.714285714,0,0,1.42749597,149.000495,102.8497525,114.0858911,0.016405754
676254,27,2.213118422,4.82926829,10.097561,2.63414634,9.2195122,1.09756098,0.26086957,1.31707317,0.33636364,0.75,0.40707965,0.22123894,0.37168142,1.095238095,0.119047619,0.08695652,3.54772281,113.0663755,100.0950509,102.9106259,-0.221542222
676477,26,4.153846154,2.97457868,10.0678048,1.37288247,5.72034361,1.14406872,0.17730497,0.78813623,0.2173913,0.7917,0.36082474,0.24742268,0.39175258,0.921052631,0.131578947,0,2.98531106,102.4210019,106.3601156,107.9930636,-1.182343247
676477,27,5.225803236,3.15,11.25,2.7,9.45,1.35,0.25925926,1.35,0.33962264,0.6723,0.43636364,0.21818182,0.34545455,1.263157894,0.157894736,0.08333333,3.75503988,99.10853994,101.2143251,103.1798898,-0.720351528
676596,25,6.230772747,7.3125,4.875,2.0625,8.4375,0.9375,0.24324324,1.16666667,0.25974026,0.7255,0.54487179,0.21153846,0.24358974,2.236842105,0.131578947,0.04705882,4.25336364,95.65916667,102.5908333,98.36194444,-0.396540111
676596,26,9.25711612,3.08571874,6.94286717,3.08571874,13.1143047,0.77142969,0.33333333,1.8000026,0.3902439,0.5473,0.61904762,0.21428571,0.16666667,3.714285714,0.142857142,0.11538462,3.84100229,86.51611374,104.5462085,99.93127962,-0.077767611
676596,27,8.357142857,4.06194348,4.30088133,3.34512992,7.4070734,0.95575141,0.22627737,1.19468926,0.23478261,0.7868,0.66101695,0.16949153,0.16949153,3.9,0.2,0.03846154,4.79486159,82.91196262,100.2966355,96.03981308,-1.186049563
676664,26,4.272149165,3.11539067,7.78847668,2.07692712,5.19231779,0.51923178,0.17241379,0.80769388,0.21428571,0.7353,0.48837209,0.11627907,0.39534884,1.235294117,0.058823529,0,2.99704497,91.05131579,97.3495614,94.51052632,-1.659329062
676710,26,5.42935064,2.25,12.375,5.0625,9.5625,1.125,0.25757576,1.625,0.35714286,0.6466,0.27272727,0.18181818,0.54545455,0.5,0.083333333,0.08333333,3.67492981,111.3464744,101.7865385,108.9025641,-0.690474301
676710,27,4.513917921,1.66153588,7.47691145,1.66153588,4.56922366,1.24615191,0.14285714,0.69230662,0.14285714,1,0.38983051,0.11864407,0.49152542,0.793103448,0.103448275,0.13043478,3.9473465,108.3388013,104.8309148,109.4694006,-0.16422768
676775,25,6.039481717,3.70588235,5.82352941,2.11764706,6.88235294,0.52941177,0.20967742,1,0.24,0.7831,0.6122449,0.12244898,0.26530612,2.307692307,0.076923076,0.06666667,3.60798106,117.8656388,95.1123348,101.3585903,0.306153159
676840,27,5.294117647,6.19108656,4.4713403,2.75159403,10.6624269,1.20382239,0.28971963,1.49044677,0.3038674,0.6503,0.59677419,0.1827957,0.22043011,2.707317073,0.170731707,0.11711712,4.88977658,69.50369881,98.501321,90.79392338,-0.151113533
676879,23,4.62855806,5.4,13.5,3.6,5.85,1.35,0.18055556,1.05,0.25641026,0.618,0.5952381,0.07142857,0.33333333,1.785714285,0.214285714,0.16,3.47003031,117.3522124,99.46666667,102.7179941,-1.368783132
676879,24,4.806818182,3.25862637,10.7069152,2.79310832,8.844843,0,0.25675676,1.2931057,0.37254902,0.7778,0.67346939,0.2244898,0.10204082,6.6,0,0.12121212,1.97449679,104.1651786,99.10446429,101.2377976,-1.50202719
677960,21,6.360580189,3.19737267,7.81579987,1.42105452,7.46053624,1.06579089,0.22340426,0.98684342,0.26086957,0.8173,0.46376812,0.15942029,0.37681159,1.23076923,0.115384615,0.03125,3.44634647,84.72659847,103.0982097,97.69283887,-1.612212673
677976,26,6.291267961,6.06123699,7.16328008,1.65306464,13.7755386,2.75510773,0.33783784,1.71428925,0.35714286,0.381,0.47457627,0.27118644,0.25423729,1.866666666,0.333333333,0.07142857,6.10881188,68.39182879,99.20194553,91.26225681,-0.928362934
679525,25,7.641516309,4.38461539,10.1538462,4.38461539,8.07692308,0.69230769,0.23178808,1.38461539,0.30769231,0.7249,0.40384615,0.21153846,0.38461538,1.05,0.075,0.04761905,3.7678604,97.02330827,95.02781955,95.35654135,-0.71393284
680735,26,6.096794075,3.19737267,8.88159076,3.90789994,5.68421809,0.35526363,0.17977528,1.06579089,0.23809524,0.5797,0.3968254,0.19047619,0.41269841,0.961538461,0.038461538,0.04,3.33398736,88.08725,99.9925,97.024,-1.583484275
680739,25,4.41509434,3.21428571,3.85714286,3.21428571,10.2857143,1.92857143,0.28070175,1.5,0.27083333,0.7303,0.43137255,0.15686275,0.41176471,1.047619047,0.142857142,0.04545455,6.32671552,88.6304721,94.53133047,93.24935622,0.854826728
681190,24,2.417914096,5.86957812,9.9782828,4.10870468,9.39132499,1.17391562,0.25396825,1.5000033,0.31818182,0.8491,0.34782609,0.23913043,0.41304348,0.842105263,0.105263157,0.0625,4.29852044,95.18552632,100.6832237,97.45559211,-1.457393785
681217,23,3.891891892,5.28262031,5.86957812,7.04349374,6.45653593,1.17391562,0.2,1.5000033,0.20930233,0.6436,0.62222222,0.13333333,0.24444444,2.545454545,0.181818181,0.07142857,5.99417634,92.33642857,89.22071429,88.14357143,2.251219635
681857,23,4.319998322,0,6,1.5,3.75,0,0.12195122,0.58333333,0.15151515,0.7143,0.39393939,0.09090909,0.51515152,0.764705882,0,0,2.42170655,103.3345455,101.6309091,100.4430303,0.208594912
682051,26,4.218746857,2.54716495,9.67922682,5.6037629,7.64149486,1.01886598,0.22727273,1.47169531,0.28888889,0.8264,0.31914894,0.19148936,0.4893617,0.652173913,0.086956521,0,4.47091778,88.87152104,95.17993528,92.41100324,-1.399356508
682847,24,4.931506849,4.60974473,7.24388458,3.95120977,11.1950944,0.65853496,0.30357143,1.68292268,0.36363636,0.787,0.4,0.24444444,0.35555556,1.125,0.0625,0.11111111,3.91357484,93.31349206,96.74246032,96.5515873,-1.017394636
683769,25,5.170218326,2.531242,3.37498934,2.531242,9.28122068,1.68749467,0.26190476,1.31249585,0.25,0.9821,0.26315789,0.13157895,0.60526316,0.434782608,0.086956521,0,5.78628189,84.78862275,107.3347305,102.0508982,0.684868557
686610,25,5.330097087,2.84210526,8.52631579,4.5,9.47368421,0.47368421,0.26666667,1.55263158,0.33928571,0.6081,0.51785714,0.15178571,0.33035714,1.567567567,0.054054054,0.06896552,3.78135567,93.13118594,97.88023426,97.49238653,-0.633173848
686752,25,2,1.5,10.125,1.5,6.75,1.875,0.20224719,0.91666667,0.22807018,1,0.32758621,0.24137931,0.43103448,0.76,0.2,0.05263158,4.46337322,95.24242424,100.6931818,100.0181818,-1.454343048
686973,25,5.303571429,9,12.75,0.75,4.5,1.5,0.14634146,0.58333333,0.18181818,1,0.56521739,0.08695652,0.34782609,1.625,0.25,0.07692308,2.83837322,98.06011561,109.9682081,111.1890173,-2.642661434
694813,24,13.50002967,4.5957348,8.61700274,2.87233425,8.04253589,2.87233425,0.2295082,1.21276335,0.2195122,0.9286,0.48888889,0.17777778,0.33333333,1.466666666,0.333333333,0.04545455,6.82950028,86.32007435,98.81672862,95.73866171,-2.350520834
