MLBAMID,Age,ERA,RS_per_9,K_per_9,BB_per_9,H_per_9,HR_per_9,AVG,WHIP,BABIP,LOB_pct,GB_pct,LD_pct,FB_pct,GB_to_FB,HR_to_FB,IFH_pct,FIP,SIERA,Stuff_plus,Location_plus,Pitching_plus
541640,32,2.464731383,4.257263298,6.161828457,1.344398936,8.066393617,0.896265957,0.238410596,1.045643617,0.267782427,0.8226,0.459016393,0.213114754,0.327868852,1.4,0.1,0.053571428,3.672596033,3.674523528,98.78981399,103.4574845,100.1813109
573668,31,5.58620506,5.58620506,10.24137594,4.655170883,7.448273413,0,0.216216216,1.344827144,0.307692308,0.625,0.5,0.192307692,0.307692307,1.625,0,0.076923076,3.319326293,3.713520716,101.4310345,98.67298851,98.06436782
571710,32,3.430935503,4.176791047,10.59114873,3.72927772,8.204410984,1.19336887,0.243362832,1.325965412,0.319727891,0.7859,0.425806451,0.206451612,0.367741935,1.157894736,0.140350877,0.045454545,3.974307327,3.271894932,92.0581021,97.46948357,99.43158015
571479,30,3.03750181,4.050002414,12.82500764,4.050002414,7.593754526,0.843750503,0.225,1.293750771,0.336134454,0.746,0.278688524,0.221311475,0.5,0.557377049,0.081967213,0.058823529,2.887429675,2.862890411,100.5073093,94.16165254,97.05137712
592804,33,3.315789474,1.894736842,6.631578947,5.210526316,7.578947368,0.473684211,0.213333333,1.421052632,0.25,0.6767,0.327868852,0.163934426,0.508196721,0.64516129,0.032258064,0.15,4.217692967,5.263623323,97.25650605,93.09765715,93.92740019
571800,31,4.595734796,5.744668495,8.617002743,6.893602194,6.893602194,0.57446685,0.2,1.531911599,0.25,0.6637,0.372093023,0.162790697,0.465116279,0.8,0.05,0.0625,4.325193159,5.125311493,88.89202899,97.18405797,95.00833333
596271,34,7.5,3,5.5,2,11.5,2.5,0.310810811,1.5,0.310344828,0.619,0.403225806,0.241935483,0.354838709,1.136363636,0.227272727,0.08,6.334652032,4.349411075,92.12861953,104.3340067,101.8030303
592826,30,4.25,4.25,8.5,2.5,7,0.75,0.207407407,1.055555556,0.255102041,0.6034,0.37,0.11,0.52,0.711538461,0.057692307,0.027027027,3.223540921,3.578411327,98.75233333,99.75766667,100.8603333
592454,32,2.842097702,8.526293107,9.947341959,2.131573277,3.552622128,1.421048851,0.125,0.631577267,0.125,0.8537,0.68,0.04,0.28,2.428571428,0.285714285,0.117647058,4.375584344,2.30609988,102.791954,99.63563218,95.52183908
592717,29,5.0625,3.9375,6.1875,1.6875,8.4375,1.125,0.25,1.125,0.276595745,0.5556,0.571428571,0.122448979,0.306122448,1.866666666,0.133333333,0.035714285,4.11242981,3.501867878,91.24135021,103.0544304,100.4345992
592390,33,7.363646578,2.863640336,6.954555102,6.954555102,10.63637839,2.454548859,0.288888889,1.954548166,0.298507463,0.6936,0.246575342,0.287671232,0.465753424,0.529411764,0.176470588,0.055555555,7.430617618,5.815561338,103.0847795,93.4225766,96.79339646
518748,33,4.108704681,3.52174687,6.456535928,4.108704681,10.56524061,0.586957812,0.290322581,1.630438366,0.34,0.7422,0.411764705,0.215686274,0.372549019,1.105263157,0.052631578,0.19047619,4.286345433,4.735421367,106.3126354,89.51263538,93.62093863
570663,31,5.837829863,3.283779298,7.662151695,5.10810113,9.121609161,1.824321832,0.257731959,1.581078921,0.281690141,0.625,0.394736842,0.22368421,0.381578947,1.034482758,0.172413793,0.066666666,5.747561345,4.697802348,106.8742991,93.15093458,97.43060748
593576,33,3.719389782,4.27041049,10.88265899,2.341838011,6.750003678,0.413265531,0.204166667,1.010204632,0.291139241,0.6342,0.345911949,0.226415094,0.427672955,0.808823529,0.044117647,0.072727272,2.34712327,2.701673316,110.7998028,100.5370809,104.5364892
455119,36,3.053571429,4.821428571,11.89285714,0.803571429,8.035714286,0.964285714,0.228310502,0.982142857,0.316546763,0.7563,0.489510489,0.188811188,0.321678321,1.52173913,0.130434782,0.071428571,2.183858381,1.868265036,95.6697571,109.030657,105.0925154
592094,30,1.563158679,3.978949366,10.65790009,2.415790686,4.405265369,0.710526672,0.144859813,0.757895117,0.194029851,0.8936,0.456521739,0.130434782,0.413043478,1.105263157,0.087719298,0.047619047,2.859798104,2.569095893,120.5111465,97.72653928,106.5147558
593643,29,4.090909091,0.818181818,0.818181818,2.454545455,8.181818182,1.636363636,0.23255814,1.181818182,0.2,0.8036,0.19047619,0.166666666,0.642857142,0.296296296,0.074074074,0,6.385157082,7.811804995,NA,NA,NA
554340,31,3.098360656,3.393442623,8.557377049,2.360655738,7.081967213,0.885245902,0.211453744,1.049180328,0.257668712,0.7047,0.396449704,0.142011834,0.461538461,0.858974358,0.076923076,0.074626865,3.473085547,3.427301647,103.5297975,104.4676953,103.8991321
593619,30,8.470588235,5.823529412,6.352941176,7.411764706,13.23529412,0.529411765,0.333333333,2.294117647,0.387096774,0.6218,0.483870967,0.209677419,0.306451612,1.578947368,0.052631578,0.133333333,5.11242981,5.699635276,112.9848066,94.40110497,94.88729282
605156,32,7.714288342,0,6.750002299,1.928572085,10.60714647,2.892858128,0.275,1.392857617,0.266666667,0.6122,0.393939393,0.212121212,0.393939393,1,0.23076923,0.153846153,6.755288193,4.059512433,95.01623377,97.80779221,95.09155844
606930,32,5.641781699,4.029844071,4.835812885,3.626859664,9.268641363,1.208953221,0.26744186,1.432833447,0.281690141,0.6711,0.506849315,0.178082191,0.315068493,1.608695652,0.130434782,0.081081081,5.261679981,4.829587491,114.9806094,99.20083102,102.3745152
607625,32,3.6,4.292307692,9.553846154,2.492307692,8.030769231,1.246153846,0.231075697,1.169230769,0.283236994,0.7982,0.455555555,0.166666666,0.377777777,1.205882352,0.132352941,0.036585365,3.758583656,3.135680026,103.5151852,100.0889815,101.0312963
607259,31,2.666666667,4,8,2.333333333,7,1,0.208955224,1.037037037,0.244897959,0.7905,0.490066225,0.158940397,0.350993377,1.396226415,0.113207547,0.121621621,3.723540921,3.41654876,92.1991453,101.274359,100.3078144
606160,31,2.370732943,3.160977257,9.614639156,3.029269871,6.190247128,0.395122157,0.191836735,1.024390778,0.26035503,0.7375,0.529411764,0.158823529,0.311764705,1.698113207,0.056603773,0.077777777,2.644136883,3.053816228,112.9764436,106.192484,106.8901008
606965,31,8.590889353,3.068174769,7.363619446,0.613634954,12.88633403,1.840904861,0.323076923,1.499996554,0.36,0.4787,0.415094339,0.16981132,0.415094339,1,0.136363636,0.136363636,4.544244702,3.554938254,87.60290456,103.8136929,102.2257261
605154,32,3.631578947,3.315789474,7.421052632,2.684210526,9.631578947,0.789473684,0.26754386,1.368421053,0.318181818,0.7324,0.353932584,0.17977528,0.466292134,0.759036144,0.060240963,0.095238095,3.498394722,4.058557491,102.9912052,102.3581976,104.0420195
598287,32,5.22,4.68,9.18,4.68,8.1,1.62,0.241935484,1.42,0.285714286,0.684,0.378787878,0.204545454,0.416666666,0.909090909,0.163636363,0.08,5.15242981,4.06508251,92.42136855,98.97262905,97.52064826
605538,29,2.229359749,6.192665969,7.183492524,2.972479665,6.440372607,1.238533194,0.191176471,1.045872475,0.205882353,0.7097,0.228571428,0.171428571,0.6,0.38095238,0.079365079,0.083333333,4.295917084,4.614546458,103.9251563,98.2878125,101.1085938
552640,32,3.15,4.05,6.3,0.9,6.75,1.8,0.205479452,0.85,0.2,0.8772,0.457627118,0.13559322,0.406779661,1.125,0.166666666,0,4.61242981,3.511012922,115.9652361,100.5738197,105.1622318
542888,31,4.833335894,2.833334834,10.0000053,2.66666808,10.16667205,1.00000053,0.274774775,1.425926681,0.352564103,0.6887,0.440993788,0.204968944,0.354037267,1.245614035,0.105263157,0.084507042,3.44576332,3.189754277,107.3921109,106.2474414,104.4787846
598264,32,4.310920915,1.588234021,7.714279532,4.764702064,8.168060681,0.453781149,0.236842105,1.436973638,0.293103448,0.6643,0.452991452,0.145299145,0.401709401,1.127659574,0.042553191,0.094339622,3.868731724,4.527511865,105.2227994,92.67532468,94.32178932
605151,29,4.821419868,5.785703842,7.232129802,3.374993908,8.196413776,0.482141987,0.23943662,1.285711965,0.290909091,0.4867,0.571428571,0.160714285,0.267857142,2.133333333,0.066666666,0.09375,3.326715137,3.751397945,92.78604651,98.98770764,95.34318937
571882,31,4.118637011,3.203384342,7.779647687,3.661010676,10.52540569,1.372879004,0.280487805,1.576268486,0.322580645,0.6944,0.46875,0.234375,0.296875,1.578947368,0.157894736,0.033333333,4.892087777,4.056109688,96.77052964,101.0761879,97.84267697
605195,29,4.021267947,5.744668495,10.91487014,6.319135345,5.744668495,0,0.188679245,1.340422649,0.294117647,0.6957,0.323529411,0.382352941,0.294117647,1.1,0,0,3.17625946,4.155345465,112.6985663,92.74444444,99.86630824
607179,29,5.218483213,2.495796319,9.302513553,2.722686894,7.941170106,1.588234021,0.227272727,1.184873,0.264150943,0.6183,0.339285714,0.178571428,0.482142857,0.703703703,0.129629629,0.052631578,4.246882682,3.440118469,117.6689008,101.3589812,103.8957105
605242,29,3.392673647,4.099480656,8.623045519,3.958119254,8.340322715,0.565445608,0.242798354,1.366493552,0.308988764,0.7523,0.35359116,0.243093922,0.403314917,0.876712328,0.05479452,0.03125,3.56792766,4.008945441,102.1627996,94.14141898,98.35714286
545343,32,6.279062387,4.081390551,8.162781103,4.70929679,10.04649982,1.255812477,0.271186441,1.639532957,0.318181818,0.6897,0.288888888,0.244444444,0.466666666,0.619047619,0.095238095,0.076923076,5.205450605,4.636553566,104.8045668,93.42498152,97.41127975
548389,32,4.090909091,3.272727273,9,4.909090909,8.181818182,0.818181818,0.227272727,1.454545455,0.28125,0.6849,0.545454545,0.06060606,0.393939393,1.384615384,0.076923076,0,3.930611628,4.129771809,98.81078431,97.41568627,98.33284314
570666,30,4.909086653,6.136358316,6.872721314,3.68181499,8.590901643,1.472725996,0.251798561,1.363635181,0.276190476,0.6808,0.550458715,0.165137614,0.284403669,1.93548387,0.193548387,0.066666666,5.021519064,4.069574882,92.75985533,103.5316456,101.5081374
571670,31,3.018631752,2.347824696,8.049684673,2.51552646,8.049684673,0.670807056,0.234146341,1.173912348,0.287581699,0.6969,0.451612903,0.212903225,0.33548387,1.346153846,0.076923076,0.071428571,3.131063339,3.510120894,99.88095238,107.8704994,105.0332172
572403,31,6.64614351,5.815375571,7.476911449,5.815375571,11.21536717,2.076919847,0.296703297,1.892304749,0.323529412,0.6857,0.338028169,0.253521126,0.408450704,0.827586206,0.172413793,0.041666666,6.527809113,5.087820903,93.347981,92.72589074,97.10356295
572955,31,5.023267623,3.139542265,13.18607751,5.023267623,8.790718341,0.627908453,0.25,1.534887329,0.382352941,0.6796,0.542857142,0.2,0.257142857,2.111111111,0.111111111,0.105263157,2.76359178,2.994086384,110.3661871,102.5201439,103.4456835
596112,29,5.431034661,6.672414013,8.534483039,2.172413865,9.77586239,1.551724189,0.271551724,1.327586251,0.317365269,0.6094,0.285714285,0.24,0.474285714,0.602409638,0.120481927,0.1,4.233119502,3.642514174,110.5954048,101.3625821,104.762035
605218,30,2.758064516,3.629032258,8.129032258,3.629032258,7.403225806,1.161290323,0.22173913,1.225806452,0.259036145,0.8359,0.477011494,0.155172413,0.367816091,1.296875,0.125,0.060240963,4.241462068,3.878376637,98.57843719,98.1189911,100.3721068
596001,29,3.214285714,1.928571429,8.678571429,1.928571429,8.678571429,0.321428571,0.252336449,1.178571429,0.329113924,0.7278,0.481012658,0.227848101,0.29113924,1.652173913,0.04347826,0.026315789,2.291001238,3.014331932,101.0849515,102.8837379,105.2143204
605280,29,2.544501347,2.685862533,9.188477088,2.827223719,6.361253368,0.282722372,0.194805195,1.020941899,0.262195122,0.7444,0.757575757,0.121212121,0.121212121,6.25,0.1,0.056,2.845414236,2.277484767,122.4858462,95.8865641,101.8438974
605463,30,6.75,3,9.75,4.5,14.25,0.75,0.358490566,2.083333333,0.461538462,0.6356,0.45,0.25,0.3,1.5,0.083333333,0.166666666,3.529096476,3.870116334,81.2854902,96.59843137,97.31137255
605194,30,3.558139535,4.604651163,8.162790698,4.186046512,7.11627907,1.465116279,0.213836478,1.255813953,0.238938053,0.7792,0.294117647,0.19327731,0.512605042,0.573770491,0.114754098,0.085714285,4.949639112,4.36590109,84.32078273,94.83576248,90.6900135
607229,28,4.695662493,1.760873435,5.282620305,1.760873435,9.978282798,1.173915623,0.278688525,1.304350693,0.3,0.5814,0.411764705,0.235294117,0.352941176,1.166666666,0.111111111,0,4.221127898,4.275363972,93.11352657,104.7647343,100.1647343
607216,29,3.901731953,4.526009066,7.023117516,2.809247006,8.271671741,1.404623503,0.237668161,1.231213194,0.26035503,0.7492,0.421348314,0.207865168,0.370786516,1.136363636,0.136363636,0.053333333,4.673122591,4.04270418,96.98483607,99.40993852,98.31096311
608648,31,4.909090909,2.659090909,7.977272727,3.068181818,9.204545455,1.636363636,0.266272189,1.363636364,0.303278689,0.743,0.446153846,0.292307692,0.261538461,1.705882352,0.235294117,0.017241379,4.794247991,3.658295821,95.95593923,101.3251381,101.2022099
608717,31,4.278688391,5.163934265,8.85245874,3.688524475,10.32786853,0.590163916,0.288065844,1.557377,0.368715084,0.7002,0.458563535,0.209944751,0.331491712,1.383333333,0.066666666,0.072289156,3.325544557,3.756532422,102.7570838,102.2719324,103.393829
608678,30,4.0135161,5.1081114,9.486492599,4.3783812,10.03379025,1.0945953,0.277777778,1.601352383,0.35,0.779,0.388888888,0.229166666,0.381944444,1.018181818,0.109090909,0.071428571,4.044862843,3.909213193,103.2519018,99.68736196,101.5290798
608638,31,1.47272998,4.909099932,6.872739905,2.454549966,5.400009925,0.981819986,0.177419355,0.872728877,0.195652174,0.9211,0.666666666,0.083333333,0.25,2.666666666,0.166666666,0.03125,4.148795351,3.164157861,103.9583942,103.0262774,104.6729927
621219,30,8.590889353,4.295444677,5.522714584,1.227269908,12.88633403,2.454539815,0.333333333,1.568178215,0.34,0.5155,0.351851851,0.203703703,0.444444444,0.791666666,0.166666666,0.052631578,6.24878624,4.399075248,68.69672131,103.5602459,91.9602459
623149,32,2.671875,1.6875,10.125,2.390625,4.5,1.40625,0.14479638,0.765625,0.158273381,0.8205,0.306122448,0.183673469,0.510204081,0.6,0.133333333,0,3.87805481,2.888271107,133.3546763,99.35662898,112.26074
623167,27,1.619996725,1.619996725,6.479986899,3.779992358,5.399989082,0,0.163934426,1.019997938,0.204081633,0.5882,0.382978723,0.127659574,0.489361702,0.782608695,0,0.055555555,2.932430173,4.642322593,99.10853659,97.75081301,97.71626016
572703,31,1.8,3,4.8,4.2,4.2,0,0.14,0.933333333,0.166666667,0.8125,0.390243902,0.31707317,0.292682926,1.333333333,0,0,3.845763143,5.203384356,109.291558,94.20208213,97.73566604
606303,28,3.233531088,5.011973186,6.62873873,2.58682487,9.700593263,1.131735881,0.269058296,1.365268681,0.302857143,0.7918,0.527777777,0.166666666,0.305555555,1.727272727,0.127272727,0.115789473,4.24416569,3.860343893,98.78266764,101.8712924,102.2609002
628708,27,5.4375,4.6875,8.25,4.125,8.8125,0.9375,0.252688172,1.4375,0.306569343,0.6324,0.485915492,0.218309859,0.295774647,1.642857142,0.119047619,0.086956521,4.383263143,4.00826647,114.809894,95.59363958,102.0895171
623451,28,3.374997882,5.151312557,8.348678972,3.730260817,7.81578457,0.532894402,0.224489796,1.282893932,0.280821918,0.6113,0.482993197,0.231292517,0.285714285,1.69047619,0.071428571,0.070422535,3.447955915,3.806613231,88.46538895,104.6992108,98.14881623
605525,29,5.275862069,6.827586207,6.517241379,4.344827586,7.75862069,1.24137931,0.23364486,1.344827586,0.256097561,0.6395,0.441860465,0.255813953,0.302325581,1.461538461,0.153846153,0.052631578,5.008981534,4.627257716,104.0747951,96.51311475,98.86618852
600917,28,2.832165943,2.832165943,10.1957974,3.965032321,6.230765075,0.944055314,0.189655172,1.132866377,0.243478261,0.8,0.291666666,0.166666666,0.541666666,0.538461538,0.076923076,0.028571428,3.720821012,3.624885188,104.4444159,94.51001284,96.75006418
605347,29,2.535211199,2.15492952,9.126760318,3.929577359,6.718309679,0.50704224,0.203846154,1.18309856,0.266304348,0.7611,0.577540106,0.165775401,0.256684491,2.25,0.083333333,0.074074074,3.422288956,3.457086009,113.0728844,99.59894065,103.7756377
608032,29,3.473684211,3.631578947,8.526315789,3.631578947,6.947368421,1.105263158,0.208530806,1.175438596,0.246666667,0.7045,0.361290322,0.193548387,0.44516129,0.811594202,0.101449275,0.017857142,4.07734209,3.883816985,103.9850294,98.78620352,97.50068493
614179,27,4.598898689,3.708789265,10.0879068,4.89560183,7.862633243,1.335164136,0.228448276,1.417581675,0.283870968,0.7357,0.420731707,0.170731707,0.408536585,1.029850746,0.134328358,0.057971014,4.431110437,3.873707854,110.4583857,92.99883408,95.93318386
592858,29,4.21875,3.515625,9.703125,4.078125,11.109375,1.265625,0.299242424,1.6875,0.376344086,0.7469,0.442708333,0.255208333,0.302083333,1.465517241,0.155172413,0.082352941,4.19055481,3.6840139,107.0912467,102.125641,103.0549072
594311,29,3.857142857,4.821428571,8.678571429,3.535714286,8.035714286,1.285714286,0.23364486,1.285714286,0.276315789,0.7716,0.5,0.15,0.35,1.428571428,0.142857142,0.1,4.433858381,3.68894825,103.7976293,101.79375,103.9581897
621249,27,4.313611902,2.396451056,8.946750611,3.994085094,8.946750611,0.159763404,0.25,1.437870634,0.329341317,0.6147,0.479041916,0.245508982,0.275449101,1.739130434,0.02173913,0.0625,2.952666406,3.764943343,96.41225937,98.42077001,96.91296859
600921,29,3.33708044,3.640451389,6.977531828,3.943822338,8.342701099,1.061798322,0.236051502,1.365169271,0.266666667,0.6967,0.43315508,0.229946524,0.336898395,1.285714285,0.111111111,0.086419753,4.511306964,4.419520372,98.70531595,100.6925777,99.36930792
606131,29,3.802811487,5.70421723,4.563373784,1.140843446,9.126747569,1.521124595,0.260869565,1.140843446,0.263157895,0.8036,0.625,0.1375,0.2375,2.631578947,0.210526315,0.08,4.802568248,3.398154746,93.61052632,100.562807,102.1691228
621242,28,1.306451613,1.451612903,17.12903226,2.612903226,4.935483871,0.435483871,0.158139535,0.838709677,0.329787234,0.9036,0.46875,0.197916666,0.333333333,1.40625,0.09375,0.133333333,0.90275239,1.106676091,140.8905742,100.1781148,111.1437703
641941,31,4.428571429,3.714285714,12,3.714285714,8.571428571,1.714285714,0.24291498,1.365079365,0.317880795,0.7265,0.403726708,0.192546583,0.403726708,1,0.184615384,0.076923076,4.207667905,2.949976732,115.6328912,103.4254642,108.0660477
571656,31,3.829787234,3.446808511,10.34042553,4.787234043,6.893617021,0.382978723,0.208092486,1.29787234,0.290598291,0.6926,0.427350427,0.196581196,0.376068376,1.136363636,0.045454545,0.04,3.027323427,3.712858326,98.89107358,97.23100121,98.09047045
571446,30,1.741941164,1.741941164,4.354852911,2.612911746,7.838735239,0,0.243243243,1.16129411,0.28125,0.8333,0.5625,0.15625,0.28125,2,0,0,3.0156553,4.328623884,87.87114094,92.74899329,89.66107383
606625,29,4.300881108,3.82300543,9.079637895,4.300881108,7.16813518,1.194689197,0.212765957,1.274335143,0.255102041,0.6977,0.316831683,0.148514851,0.534653465,0.592592592,0.092592592,0.125,4.413313602,4.11026076,106.618685,96.10048588,98.53504067
606149,30,3.050847458,3.355932203,11.13559322,2.745762712,6.406779661,0.915254237,0.193548387,1.016949153,0.260869565,0.7171,0.274647887,0.176056338,0.549295774,0.5,0.076923076,0.051282051,2.875141674,2.887018132,116.3772267,100.6972672,105.4265182
605130,29,2.179373241,4.600899065,9.322874421,2.663678406,6.295967141,1.089686621,0.196226415,0.995516172,0.240223464,0.8385,0.475935828,0.155080213,0.368983957,1.289855072,0.130434782,0.06741573,3.623640817,3.097965563,109.7464107,99.05,102.8761269
640448,30,3.509998125,3.914997909,9.449994953,2.969998414,7.289996107,1.214999351,0.219512195,1.139999391,0.269461078,0.7571,0.48275862,0.201149425,0.316091954,1.527272727,0.163636363,0.047619047,3.757429465,3.161209556,107.6936251,101.7268316,101.640628
608349,30,3.425370697,2.619401121,8.26118815,5.64178703,6.649248999,0.805969576,0.201219512,1.36567067,0.243697479,0.7143,0.393442622,0.221311475,0.385245901,1.021276595,0.085106382,0.125,4.455712436,4.694424681,111.4716584,93.54108911,98.17462871
608328,28,2.637207992,3.641858656,7.409298645,3.767439989,6.530229314,1.25581333,0.201550388,1.144185478,0.222222222,0.863,0.33502538,0.16751269,0.497461928,0.673469387,0.102040816,0.015151515,4.744987138,4.375688097,96.95936968,95.55153322,97.10877342
642152,30,4.527947468,3.018631645,11.23601779,4.024842193,10.73291252,1.006210548,0.288288288,1.639750523,0.389261745,0.7297,0.526315789,0.197368421,0.276315789,1.904761904,0.142857142,0.05,3.634168612,3.187693489,101.3684429,95.36845477,97.86953458
641627,29,4.13868325,4.13868325,8.67152681,2.364961857,6.897805417,1.576641238,0.204678363,1.029196364,0.226890756,0.6443,0.436507936,0.158730158,0.404761904,1.078431372,0.156862745,0.036363636,4.448195303,3.340231036,104.3157895,101.4831579,101.2656579
608723,30,8.171040738,2.486838485,8.171040738,3.552626408,14.21050563,1.776313204,0.350877193,1.973681338,0.406976744,0.6047,0.417582417,0.219780219,0.362637362,1.151515151,0.151515151,0.026315789,5.04663752,4.107384341,92.64094578,101.6099594,102.0517786
622075,28,1.018868841,4.075475365,8.40566794,2.547172103,4.584909785,0.509434421,0.148760331,0.792453543,0.186046512,0.9589,0.488636363,0.181818181,0.329545454,1.48275862,0.068965517,0.046511627,3.169033634,3.250745683,111.971828,96.49397849,105.6058065
621079,28,4.655170883,5.58620506,8.379307589,1.862068353,10.24137594,0.931034177,0.289473684,1.344827144,0.357142857,0.6349,0.551724137,0.24137931,0.206896551,2.666666666,0.166666666,0.0625,3.526222777,2.866977001,85.10584416,104.6324675,99.43246753
641501,27,5.13223545,5.578516793,7.140501496,2.677688061,8.92562687,1.561984702,0.25477707,1.289257214,0.279661017,0.6926,0.472,0.224,0.304,1.552631578,0.184210526,0.033898305,4.971935407,3.831770213,81.9376506,100.2082831,95.09457831
623485,29,7.081978949,5.311484212,7.081978949,4.426236843,11.06559211,1.327871053,0.297619048,1.721314328,0.338461538,0.5519,0.367647058,0.220588235,0.411764705,0.892857142,0.107142857,0.16,4.932104956,4.708439211,79.26246649,98.37104558,90.03512064
642231,30,8.999999835,7.615384476,14.53846127,6.230769116,13.15384591,2.769230718,0.333333333,2.153846114,0.46875,0.6557,0.277777777,0.25,0.472222222,0.588235294,0.235294117,0.1,6.420122057,3.482122123,89.73605549,93.60716432,96.81104793
642121,32,5.294117647,1.852941176,10.05882353,4.235294118,10.32352941,1.588235294,0.293233083,1.617647059,0.370786517,0.6867,0.402173913,0.239130434,0.358695652,1.121212121,0.181818181,0.054054054,4.583018045,3.646928809,90.71850649,100.1818182,99.41331169
641871,28,5.294117647,11.11764706,7.941176471,1.588235294,8.470588235,2.647058824,0.246153846,1.117647059,0.244444444,0.5385,0.265306122,0.224489795,0.510204081,0.52,0.2,0.076923076,5.877135692,3.680546002,106.8514644,104.7983264,107.7711297
643256,31,2.801889313,4.584909785,7.386799099,1.655661867,8.40566794,0.764151631,0.242647059,1.117925534,0.288461538,0.7506,0.41826923,0.235576923,0.346153846,1.208333333,0.083333333,0.08045977,3.466203713,3.533570305,110.6038573,99.56181292,105.2778206
643493,32,4.649009559,3.754969259,6.437090158,1.60927254,8.582786878,1.966888659,0.243654822,1.132451046,0.246666667,0.6808,0.440993788,0.155279503,0.403726708,1.092307692,0.169230769,0.112676056,5.119053593,3.8490501,108.9777188,104.0545093,106.5518568
592848,30,3.375008529,4.050010235,12.15003071,4.725011941,4.725011941,1.350003412,0.145833333,1.050002654,0.178571429,0.7377,0.344827586,0.172413793,0.48275862,0.714285714,0.142857142,0.1,4.162432463,3.21799487,125.7564593,97.58421053,102.2732057
594577,30,6.25,3.25,8.25,3,9.5,3,0.260273973,1.388888889,0.257425743,0.7386,0.336283185,0.168141592,0.495575221,0.678571428,0.214285714,0.105263157,6.779096476,3.996599665,96.48112324,98.96864275,97.08065523
640451,27,2.516951187,6.635598583,10.29661849,2.745764931,7.55085356,0.228813744,0.227586207,1.144068721,0.323232323,0.7569,0.39,0.17,0.44,0.886363636,0.022727272,0.128205128,2.070056086,2.960785488,110.966328,103.7593614,105.0622642
608665,31,3.184615385,2.907692308,9.138461538,3.6,9,0.692307692,0.25390625,1.4,0.324324324,0.7471,0.539682539,0.222222222,0.238095238,2.266666666,0.111111111,0.088235294,3.420122117,3.393127998,103.572657,97.76869565,98.91120773
643511,31,3.568280259,3.568280259,5.82819109,2.735681532,8.682815298,0.356828026,0.250859107,1.26872187,0.292887029,0.6921,0.560669456,0.184100418,0.255230125,2.196721311,0.049180327,0.089552238,3.44282613,3.932015612,113.8202936,94.89982729,102.0204663
643410,31,2.86875171,3.375002012,10.46250624,3.03750181,6.243753722,0.843750503,0.190721649,1.031250615,0.251968504,0.7736,0.519379844,0.170542635,0.310077519,1.675,0.125,0.104477611,3.299929921,2.893537478,90.71904177,95.60921376,93.78832924
643338,31,3,8.4,9.6,3,7.8,0.6,0.228070175,1.2,0.3,0.7229,0.25,0.2,0.55,0.454545454,0.045454545,0,2.845763143,3.59985734,111.3242678,105.2895397,110.6656904
621295,31,5.896551724,4.965517241,5.275862069,3.103448276,10.86206897,0.310344828,0.291666667,1.551724138,0.333333333,0.6303,0.43,0.23,0.34,1.264705882,0.029411764,0.069767441,3.836567741,4.733558486,85.79293139,98.97567568,92.01060291
570488,30,4.40817236,2.20408618,7.163280084,3.857150815,6.612258539,0,0.203389831,1.163267706,0.260869565,0.56,0.586956521,0.130434782,0.282608695,2.076923076,0,0.037037037,3.908349819,4.056152168,88.61881533,93.7989547,92.87003484
612434,27,4.034482759,8.689655172,9.620689655,4.655172414,8.379310345,0.620689655,0.241071429,1.448275862,0.316455696,0.6944,0.475,0.2125,0.3125,1.52,0.08,0.105263157,3.836567741,3.865374473,99.21171875,92.14296875,99.59042969
641745,26,6.230781344,2.596158893,9.865403794,5.192317786,12.98079447,0.519231779,0.328947368,2.019234695,0.428571429,0.6548,0.614035087,0.105263157,0.280701754,2.1875,0.0625,0.057142857,3.400891909,3.799153452,104.2180473,92.62514793,96.42840237
641729,27,3.494115687,3.335292247,12.2294049,2.064704724,7.782348575,0.635293761,0.224770642,1.094117033,0.328467153,0.6738,0.330935251,0.223021582,0.446043165,0.741935483,0.064516129,0.152173913,2.000665727,2.297577897,120.9950907,104.881857,110.7690502
642207,27,1.928570418,5.340656542,14.24175078,4.450547118,4.598898689,0.296703141,0.149758454,1.005493979,0.266055046,0.768,0.513513513,0.198198198,0.288288288,1.78125,0.0625,0.105263157,2.008034784,2.428435968,115.2307116,99.67986891,106.4588015
641793,26,5.075191609,3.451130294,7.91729891,2.639099637,9.744367889,1.624061315,0.272727273,1.375940836,0.310077519,0.7283,0.433823529,0.161764705,0.404411764,1.072727272,0.145454545,0.050847457,4.646265496,3.748648315,101.1705805,104.5362797,104.598285
644364,27,4.5,4.5,9.428571429,2.571428571,10.07142857,1.071428571,0.274853801,1.404761905,0.344262295,0.5893,0.515873015,0.19047619,0.293650793,1.756756756,0.135135135,0.138461538,3.707667905,3.141022073,100.2264793,102.414645,102.7673077
592773,30,1.152438354,2.469510759,10.20731114,5.103655569,5.926825822,0.329268101,0.186528497,1.225609043,0.263565891,0.919,0.389312977,0.213740458,0.396946564,0.98076923,0.038461538,0.019607843,3.020966448,3.849918815,125.6569351,93.71868009,104.1637584
605507,28,5.12069858,3.724144422,6.517252738,2.327590264,11.17243327,0,0.296296296,1.500002614,0.358208955,0.6,0.462686567,0.253731343,0.283582089,1.631578947,0,0.129032258,2.595187529,3.939709206,92.05555556,98.54567901,94.93858025
